,simulation_id,p,ver,initialization,hidden_size,corpus_seed,training_seed,regularization,regularization_lambda,learning_rate,num_epochs,dropout,validation_ratio,early_stop_patience,train_size,training_loss,validation_loss,G,D:G,test_accuracy,first_n_failure,eval_params
3183,7b1cc9fc,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.2,0.05,,10000,1.092550277709960,1.02156400680542,535,1468583.3017133200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3169,b6bf3dab,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.0,0.05,,1000,1.0920913219451900,1.021565318107610,535,1466317.188477840,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2869,ef625b70,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,,1000,1.0923882722854600,1.0215681791305500,535,1466376.2488060800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2521,1718609b,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.4,0.05,,1000,1.0921622514724700,1.021570086479190,535,1466320.1640363600,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
829,39d0c763,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.2,0.05,,1000,1.0923775434494000,1.0215718746185300,535,1466314.7539299600,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2533,437b7d9b,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.6,0.05,,1000,1.092168927192690,1.0215798616409300,535,1466357.2232652200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
159,24de6f86,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.2,0.05,,10000,1.0925438404083300,1.021583914756780,535,1468632.7140184700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1501,da8a298e,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.2,0.05,,1000,1.0922958850860600,1.021585464477540,535,1466343.2471570200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3193,fdc5061a,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.4,0.05,,1000,1.0922225713729900,1.0215890407562300,535,1466363.8957297900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2523,7b1ab58d,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0925291776657100,1.0215895175933800,535,1468665.8960044100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2845,9ff6bbfb,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.2,0.05,,1000,1.092354416847230,1.0215973854064900,535,1466369.4861730700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
181,7db06c08,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.6,0.05,,1000,1.0922422409057600,1.0215977430343600,535,1466358.5757918200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1861,d9634c53,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.6,0.05,,1000,1.092216968536380,1.021599531173710,535,1466396.626873530,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2509,034c7fb5,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.2,0.05,,1000,1.0921684503555300,1.0216048955917400,535,1466398.1597370100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
817,3d45bec5,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.0,0.05,,1000,1.0923160314559900,1.021606683731080,535,1466398.0695685700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
841,af04a1ac,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.4,0.05,,1000,1.0923714637756300,1.0216108560562100,535,1466421.6035314200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1177,1f1ca2a1,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.4,0.05,,1000,1.092289924621580,1.0216174125671400,535,1466405.012538450,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3171,59322f6c,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.0,0.05,,10000,1.092569351196290,1.0216269493103000,535,1468731.1779550100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
481,62bbe95b,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.0,0.05,,1000,1.0921019315719600,1.0216270685195900,535,1466429.7186910300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2187,7196c519,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0925275087356600,1.0216273069381700,535,1468697.0942846700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1491,e5044311,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0924416780471800,1.0216299295425400,535,1468654.8052862800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
157,a70fa458,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.2,0.05,,1000,1.0922129154205300,1.0216306447982800,535,1466413.3080349400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
853,9cd07ec6,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.6,0.05,,1000,1.0923703908920300,1.0216469764709500,535,1466440.629072280,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3207,436e6bcf,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0925475358963000,1.021652102470400,535,1468717.8330258800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2173,b0c7ccac,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.2,0.05,,1000,1.0921990871429400,1.0216535329818700,535,1466490.0413774300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2878,bfc92032,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,10.0,5000,3.5406436920166000,1.0216599702835100,2679,1472605.3551504300,0.998,2,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
483,9d8aceb1,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0924423933029200,1.0216630697250400,535,1468701.3322013500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1153,55c86a6d,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.0,0.05,,1000,1.0920617580413800,1.0216654539108300,535,1466445.9490102400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
819,bb46013a,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0926042795181300,1.021668791770940,535,1468697.0942846700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2163,d77b9203,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0925334692001300,1.0216691493988000,535,1468702.6847279500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2499,3d985130,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.0,0.05,,10000,1.092434287071230,1.0216702222824100,535,1468697.2746215500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1527,ac2bb101,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0926942825317400,1.0216712951660200,535,1468761.6548877500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1515,7ec535f6,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.4,0.05,,10000,1.092698335647580,1.0216751098632800,535,1468688.7987881800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
507,a2007de5,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.4,0.05,,10000,1.092535376548770,1.0216753482818600,535,1468688.7987881800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2859,2016bce5,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0926958322525000,1.0216755867004400,535,1468704.0372545500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2871,fce2dde5,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0926810503006000,1.0216755867004400,535,1468700.0698431900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1851,407eb9e5,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0925687551498400,1.021677017211910,535,1468709.627697830,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2511,28614875,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.2,0.05,,10000,1.0925229787826500,1.0216797590255700,535,1468743.7113681700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3195,a823955e,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0925967693328900,1.0216797590255700,535,1468768.3273523100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2847,806e9951,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.2,0.05,,10000,1.092725157737730,1.0216845273971600,535,1468709.627697830,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
147,3e677769,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0923863649368300,1.021691083908080,535,1468701.3322013500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1189,9d9542c7,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.6,0.05,,1000,1.0922772884368900,1.0216922760009800,535,1466610.59658178,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2197,d59252a5,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.6,0.05,,1000,1.0922224521637000,1.0216941833496100,535,1466479.1309961800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
495,d898aaa1,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.2,0.05,,10000,1.0925297737121600,1.0217024087905900,535,1468713.5951092000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
855,8f2fd798,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0926886796951300,1.0217033624649000,535,1468724.4153220000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1827,c7f8887d,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0924302339553800,1.021704077720640,535,1468721.7102688000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1863,a0b1f15c,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0925490856170700,1.0217070579528800,535,1468743.7113681700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1191,7e5d4d7f,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.6,0.05,,10000,1.092587947845460,1.0217095613479600,535,1468750.5641696200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1503,008d0152,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.2,0.05,,10000,1.092615008354190,1.021710753440860,535,1468746.506589820,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
831,381945a2,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.2,0.05,,10000,1.0927411317825300,1.0217183828353900,535,1468805.4767496100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
519,32803562,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0926086902618400,1.0217199325561500,535,1468774.098132470,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1489,9238463d,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.0,0.05,,1000,1.0921651124954200,1.0217269659042400,535,1466685.9773976700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
171,c9a0758a,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0925713777542100,1.0217286348342900,535,1468764.1796040700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1839,4a479157,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.2,0.05,,10000,1.0925627946853600,1.021735668182370,535,1468795.9188949700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
843,4.503E+144,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.4,0.05,,10000,1.0927355289459200,1.021760106086730,535,1468846.6837267200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2835,f83c8d79,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.0,0.05,,10000,1.092432975769040,1.021775245666500,535,1468831.4452603500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2535,83aa1902,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0924543142318700,1.0217903852462800,535,1468831.4452603500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2175,255dec9c,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.2,0.05,,10000,1.0925018787384000,1.021794080734250,535,1468839.9210937100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
183,c2fff0e9,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.6,0.05,,10000,1.0925524234771700,1.021804928779600,535,1468762.917245910,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1155,02a4bb37,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.0,0.05,,10000,1.0924744606018100,1.0218377113342300,535,1469123.7713430100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
517,514ef898,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.6,0.05,,1000,1.0922915935516400,1.0218842029571500,535,1466932.9487549800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2875,e1926544,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,2.0,10000,4.57160758972168,1.0223530530929600,3129,1472235.4842093300,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1178,73ab8bfa,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0924793481826800,1.0224887132644700,535,1467797.7542635500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
146,bdd35e08,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.0,0.05,,5000,1.0923999547958400,1.0225120782852200,535,1467849.8716219000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2534,15830a65,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0923526287078900,1.02251398563385,535,1467849.8716219000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
830,20c4d36b,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.2,0.05,,5000,1.092613935470580,1.0225187540054300,535,1467918.3996363500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2870,adb9bd45,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,,5000,1.092607021331790,1.0225342512130700,535,1467937.9661878400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
842,21eac74c,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0925873517990100,1.0225507020950300,535,1467892.3409571700,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
482,92b2243b,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.0,0.05,,5000,1.092326283454900,1.0225547552108800,535,1467900.5462852100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
506,4e5afc27,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0924415588378900,1.0225566625595100,535,1467902.1693171400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
182,6e96630f,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0924832820892300,1.0225574970245400,535,1467921.1948579900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3170,cafd7f17,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.0,0.05,,5000,1.0923374891281100,1.0225605964660600,535,1467902.1693171400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1526,929428dc,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0925688743591300,1.0225709676742600,535,1467937.9661878400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
518,66c40c18,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.6,0.05,,5000,1.092461347579960,1.0225735902786300,535,1467918.3996363500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1850,45e9b727,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.4,0.05,,5000,1.092458724975590,1.0225862264633200,535,1467932.0150707900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2522,6d6d7fd7,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.4,0.05,,5000,1.092376947402950,1.0225868225097700,535,1467967.902109940,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3206,4caac234,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0924468040466300,1.0225900411605800,535,1467921.1948579900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1838,6fc5a31d,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0924403667450000,1.0225961208343500,535,1467940.4007357200,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3194,5ea9099f,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0924427509307900,1.0225974321365400,535,1467933.7282711600,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1862,dc2df912,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.6,0.05,,5000,1.092464566230770,1.0225986242294300,535,1467940.5810726000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1502,baadc1bf,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.2,0.05,,5000,1.09251070022583,1.0226010084152200,535,1468032.282376140,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
854,fcf27119,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0925813913345300,1.0226062536239600,535,1467929.2198491500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
170,2cd54386,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0924599170684800,1.022606372833250,535,1467923.809742750,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
158,eda96d45,0.3,8,normal,3,100,100,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0924732685089100,1.0226129293441800,535,1467926.5147959500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
818,1ffa29dc,0.3,8,normal,3,100,300,L1,0.1,0.001,20000,0.0,0.05,,5000,1.0923489332199100,1.0226140022277800,535,1467929.2198491500,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2174,a5656c08,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0924196243286100,1.022616982460020,535,1468003.6989806400,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2162,88713467,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.0,0.05,,5000,1.0923175811767600,1.0226246118545500,535,1467950.2290956900,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1190,0674c23b,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0924476385116600,1.0226247310638400,535,1467953.9260017300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1154,b970753d,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.0,0.05,,5000,1.092387080192570,1.022631049156190,535,1468063.9314986000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1826,f93ec6d2,0.3,8,uniform,3,100,100,L1,0.1,0.001,20000,0.0,0.05,,5000,1.092315435409550,1.0226339101791400,535,1467958.4344237300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2858,1b32de9c,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0925594568252600,1.022635817527770,535,1467984.3127660300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
494,0ed444fd,0.3,8,normal,3,100,200,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0924394130706800,1.0226463079452500,535,1468003.428475320,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2846,748c9423,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0925942659378100,1.022647738456730,535,1468003.428475320,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2834,fd217f7f,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.0,0.05,,5000,1.092293620109560,1.0226554870605500,535,1467984.3127660300,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2186,6963899,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.4,0.05,,5000,1.092369794845580,1.0226608514785800,535,1468102.1629171800,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2198,4d0fc4fb,0.3,8,uniform,3,100,200,L1,0.1,0.001,20000,0.6,0.05,,5000,1.0924110412597700,1.0226716995239300,535,1468022.5441846100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
3182,0004f5e1,0.3,8,uniform,3,100,500,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0924879312515300,1.0226858854293800,535,1468206.5779707600,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1514,82370442,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.4,0.05,,5000,1.0925618410110500,1.0226945877075200,535,1468029.396986050,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2498,28ea7bdb,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.0,0.05,,5000,1.0924053192138700,1.0226945877075200,535,1468056.988528710,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1490,4ea7df39,0.3,8,normal,3,100,500,L1,0.1,0.001,20000,0.0,0.05,,5000,1.0922412872314500,1.0227153301239000,535,1468058.431223750,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1166,e8a8da26,0.3,8,normal,3,100,400,L1,0.1,0.001,20000,0.2,0.05,,5000,1.0924662351608300,1.0227282047271700,535,1468146.3454528100,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2510,69df0b54,0.3,8,uniform,3,100,300,L1,0.1,0.001,20000,0.2,0.05,,5000,1.09245765209198,1.022749662399290,535,1468105.1384757000,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1540,7c7d7495,0.3,8,normal,3,100,500,L2,1.0,0.001,20000,0.0,0.05,2.0,500,36.19043731689450,1.0229911804199200,3491,1956330.903495220,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1544,37d39866,0.3,8,normal,3,100,500,L2,1.0,0.001,20000,0.0,0.05,10.0,500,35.74506378173830,1.0230354070663500,3469,1948054.342382520,0.0,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2873,585718a7,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,2.0,1000,4.667635917663570,1.024737000465390,3143,1473453.3893291600,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
244,cd62fe80,0.3,8,normal,3,100,100,L2,0.5,0.001,20000,0.0,0.05,2.0,500,8.139225959777830,1.0256190299987800,3185,1486724.4705049700,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
248,af776281,0.3,8,normal,3,100,100,L2,0.5,0.001,20000,0.0,0.05,10.0,500,8.048831939697270,1.025626301765440,3203,1486280.6614430200,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2874,a4298254,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.6,0.05,2.0,5000,4.547758102416990,1.026104211807250,3261,1475869.723185770,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
245,452d66d0,0.3,8,normal,3,100,100,L2,0.5,0.001,20000,0.0,0.05,2.0,1000,7.893528938293460,1.0270898342132600,3263,1487474.942431560,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
249,661b4421,0.3,8,normal,3,100,100,L2,0.5,0.001,20000,0.0,0.05,10.0,1000,7.806079864501950,1.0270973443985000,3109,1487069.094282870,0.998,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
2861,298048c7,0.3,8,uniform,3,100,400,L1,0.1,0.001,20000,0.4,0.05,2.0,1000,3.5773754119873000,1.027489185333250,2713,1487113.096481610,0.998,2,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1987,8a83bcac,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.2,0.05,2.0,10000,2.3027493953704800,1.0277180671691900,3319,1473910.2728149200,0.996002002002002,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1991,2e845964,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.2,0.05,10.0,10000,2.271135091781620,1.0278123617172200,3259,1474803.391213670,0.996004004004004,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1999,a5807ec8,0.3,8,uniform,3,100,100,L2,0.1,0.001,20000,0.4,0.05,2.0,10000,2.2960615158081100,1.0279831886291500,3245,1474207.1073195800,0.9940220220220220,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
1409,4deba219,0.3,8,normal,3,100,500,L1,1.0,0.001,20000,0.2,0.05,2.0,1000,30.292724609375,1.0280991792678800,2165,1732911.1820517900,0.011877877877877900,1,"{""test_max_n"": 1000, ""quantize"": true, ""compress_g"": false}"
